Mod:Item:MetaData, Localized Name
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
naturalpledge:priest_emblem:0, Priestly Emblem: Njord
naturalpledge:priest_emblem:1, Priestly Emblem: Idunn
naturalpledge:priest_emblem:2, Priestly Emblem: Thor
naturalpledge:priest_emblem:3, Priestly Emblem: Heimdall
naturalpledge:priest_emblem:4, Priestly Emblem: Loki
naturalpledge:holy_symbol, item.holy_symbol.name
naturalpledge:spell_focus, item.spell_focus.name
naturalpledge:mortal_stone, item.mortal_stone.name
naturalpledge:travel_stone, item.travel_stone.name
naturalpledge:toolbelt, item.toolbelt.name
naturalpledge:foodbelt, item.foodbelt.name
naturalpledge:prism_rod, item.prism_rod.name
naturalpledge:find_stone, item.find_stone.name
naturalpledge:death_stone, item.death_stone.name
naturalpledge:thunder_fist, item.thunder_fist.name
naturalpledge:mjolnir, item.mjolnir.name
naturalpledge:seal_arrow, item.seal_arrow.name
naturalpledge:apple_immortality, item.apple_immortality.name
naturalpledge:fate_horn, item.fate_horn.name
naturalpledge:perdition_fist, item.perdition_fist.name
naturalpledge:iris_dye:0, White Iridescent Crystal
naturalpledge:iris_dye:1, Orange Iridescent Crystal
naturalpledge:iris_dye:2, Magenta Iridescent Crystal
naturalpledge:iris_dye:3, Light Blue Iridescent Crystal
naturalpledge:iris_dye:4, Yellow Iridescent Crystal
naturalpledge:iris_dye:5, Lime Iridescent Crystal
naturalpledge:iris_dye:6, Pink Iridescent Crystal
naturalpledge:iris_dye:7, Gray Iridescent Crystal
naturalpledge:iris_dye:8, Light Gray Iridescent Crystal
naturalpledge:iris_dye:9, Cyan Iridescent Crystal
naturalpledge:iris_dye:10, Purple Iridescent Crystal
naturalpledge:iris_dye:11, Blue Iridescent Crystal
naturalpledge:iris_dye:12, Brown Iridescent Crystal
naturalpledge:iris_dye:13, Green Iridescent Crystal
naturalpledge:iris_dye:14, Red Iridescent Crystal
naturalpledge:iris_dye:15, Black Iridescent Crystal
naturalpledge:iris_dye:16, Bifrost Iridescent Crystal
naturalpledge:iris_dye_awakened:0, White Awakened Crystal
naturalpledge:iris_dye_awakened:1, Orange Awakened Crystal
naturalpledge:iris_dye_awakened:2, Magenta Awakened Crystal
naturalpledge:iris_dye_awakened:3, Light Blue Awakened Crystal
naturalpledge:iris_dye_awakened:4, Yellow Awakened Crystal
naturalpledge:iris_dye_awakened:5, Lime Awakened Crystal
naturalpledge:iris_dye_awakened:6, Pink Awakened Crystal
naturalpledge:iris_dye_awakened:7, Gray Awakened Crystal
naturalpledge:iris_dye_awakened:8, Light Gray Awakened Crystal
naturalpledge:iris_dye_awakened:9, Cyan Awakened Crystal
naturalpledge:iris_dye_awakened:10, Purple Awakened Crystal
naturalpledge:iris_dye_awakened:11, Blue Awakened Crystal
naturalpledge:iris_dye_awakened:12, Brown Awakened Crystal
naturalpledge:iris_dye_awakened:13, Green Awakened Crystal
naturalpledge:iris_dye_awakened:14, Red Awakened Crystal
naturalpledge:iris_dye_awakened:15, Black Awakened Crystal
naturalpledge:iris_dye_awakened:16, Bifrost Awakened Crystal
naturalpledge:dye_shard:0, White Iridescent Shard
naturalpledge:dye_shard:1, Orange Iridescent Shard
naturalpledge:dye_shard:2, Magenta Iridescent Shard
naturalpledge:dye_shard:3, Light Blue Iridescent Shard
naturalpledge:dye_shard:4, Yellow Iridescent Shard
naturalpledge:dye_shard:5, Lime Iridescent Shard
naturalpledge:dye_shard:6, Pink Iridescent Shard
naturalpledge:dye_shard:7, Gray Iridescent Shard
naturalpledge:dye_shard:8, Light Gray Iridescent Shard
naturalpledge:dye_shard:9, Cyan Iridescent Shard
naturalpledge:dye_shard:10, Purple Iridescent Shard
naturalpledge:dye_shard:11, Blue Iridescent Shard
naturalpledge:dye_shard:12, Brown Iridescent Shard
naturalpledge:dye_shard:13, Green Iridescent Shard
naturalpledge:dye_shard:14, Red Iridescent Shard
naturalpledge:dye_shard:15, Black Iridescent Shard
naturalpledge:dye_shard:16, Bifrost Iridescent Shard
naturalpledge:resource:0, Thundersteel Ingot
naturalpledge:resource:1, Awakened Thundersteel Ingot
naturalpledge:resource:2, Soulroot
naturalpledge:resource:3, Awakened Soulroot
naturalpledge:resource:4, Aquamarine Shard
naturalpledge:resource:5, Awakened Aquamarine Shard
naturalpledge:resource:6, Thundersteel Nugget
naturalpledge:resource:7, Hearth Ember
naturalpledge:resource:8, Awakened Hearth Ember
naturalpledge:resource:9, Divine Spirit
naturalpledge:resource:10, Awakened Divine Spirit
naturalpledge:divine_cloak:0, Cloak of Njord
naturalpledge:divine_cloak:1, Cloak of Idunn
naturalpledge:divine_cloak:2, Cloak of Thor
naturalpledge:divine_cloak:3, Cloak of Heimdall
naturalpledge:divine_cloak:4, Cloak of Loki
naturalpledge:iron_belt, item.iron_belt.name
naturalpledge:xp_tome, item.xp_tome.name
naturalpledge:corporea_focus, item.corporea_focus.name
naturalpledge:sleep_stone, item.sleep_stone.name
naturalpledge:portal_stone, item.portal_stone.name
naturalpledge:poly_stone, item.poly_stone.name
naturalpledge:ragnarok_emblem, item.ragnarok_emblem.name
naturalpledge:eclipse_helm, item.eclipse_helm.name
naturalpledge:eclipse_chest, item.eclipse_chest.name
naturalpledge:eclipse_legs, item.eclipse_legs.name
naturalpledge:eclipse_boots, item.eclipse_boots.name
naturalpledge:flarebringer, item.flarebringer.name
naturalpledge:sunmaker_helm, item.sunmaker_helm.name
naturalpledge:sunmaker_chest, item.sunmaker_chest.name
naturalpledge:sunmaker_legs, item.sunmaker_legs.name
naturalpledge:sunmaker_boots, item.sunmaker_boots.name
naturalpledge:shadowbreaker, item.shadowbreaker.name
naturalpledge:fenris_helm, item.fenris_helm.name
naturalpledge:fenris_chest, item.fenris_chest.name
naturalpledge:fenris_legs, item.fenris_legs.name
naturalpledge:fenris_boots, item.fenris_boots.name
naturalpledge:nightscourge, item.nightscourge.name
naturalpledge:divine_core, tile.divine_core.name
naturalpledge:star, tile.star.name
naturalpledge:iris_dirt:0, Iridescent Dirt
naturalpledge:iris_dirt:1, Iridescent Dirt
naturalpledge:iris_dirt:2, Iridescent Dirt
naturalpledge:iris_dirt:3, Iridescent Dirt
naturalpledge:iris_dirt:4, Iridescent Dirt
naturalpledge:iris_dirt:5, Iridescent Dirt
naturalpledge:iris_dirt:6, Iridescent Dirt
naturalpledge:iris_dirt:7, Iridescent Dirt
naturalpledge:iris_dirt:8, Iridescent Dirt
naturalpledge:iris_dirt:9, Iridescent Dirt
naturalpledge:iris_dirt:10, Iridescent Dirt
naturalpledge:iris_dirt:11, Iridescent Dirt
naturalpledge:iris_dirt:12, Iridescent Dirt
naturalpledge:iris_dirt:13, Iridescent Dirt
naturalpledge:iris_dirt:14, Iridescent Dirt
naturalpledge:iris_dirt:15, Iridescent Dirt
naturalpledge:rainbow_dirt, tile.rainbow_dirt.name
naturalpledge:iris_planks:0, Iridescent Planks
naturalpledge:iris_planks:1, Iridescent Planks
naturalpledge:iris_planks:2, Iridescent Planks
naturalpledge:iris_planks:3, Iridescent Planks
naturalpledge:iris_planks:4, Iridescent Planks
naturalpledge:iris_planks:5, Iridescent Planks
naturalpledge:iris_planks:6, Iridescent Planks
naturalpledge:iris_planks:7, Iridescent Planks
naturalpledge:iris_planks:8, Iridescent Planks
naturalpledge:iris_planks:9, Iridescent Planks
naturalpledge:iris_planks:10, Iridescent Planks
naturalpledge:iris_planks:11, Iridescent Planks
naturalpledge:iris_planks:12, Iridescent Planks
naturalpledge:iris_planks:13, Iridescent Planks
naturalpledge:iris_planks:14, Iridescent Planks
naturalpledge:iris_planks:15, Iridescent Planks
naturalpledge:iris_planks_slab_white:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_orange:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_magenta:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_light_blue:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_yellow:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_lime:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_pink:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_gray:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_silver:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_cyan:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_purple:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_blue:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_brown:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_green:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_red:0, Iridescent Planks Slab
naturalpledge:iris_planks_slab_black:0, Iridescent Planks Slab
naturalpledge:iris_log0:0, Iridescent Log
naturalpledge:iris_log0:1, Iridescent Log
naturalpledge:iris_log0:2, Iridescent Log
naturalpledge:iris_log0:3, Iridescent Log
naturalpledge:iris_log1:0, Iridescent Log
naturalpledge:iris_log1:1, Iridescent Log
naturalpledge:iris_log1:2, Iridescent Log
naturalpledge:iris_log1:3, Iridescent Log
naturalpledge:iris_log2:0, Iridescent Log
naturalpledge:iris_log2:1, Iridescent Log
naturalpledge:iris_log2:2, Iridescent Log
naturalpledge:iris_log2:3, Iridescent Log
naturalpledge:iris_log3:0, Iridescent Log
naturalpledge:iris_log3:1, Iridescent Log
naturalpledge:iris_log3:2, Iridescent Log
naturalpledge:iris_log3:3, Iridescent Log
naturalpledge:rainbow_planks, tile.rainbow_planks.name
naturalpledge:rainbow_planks_slab:0, Iridescent Planks Slab
naturalpledge:rainbow_log, tile.rainbow_log.name
naturalpledge:iris_leaves0:0, Iridescent Leaves
naturalpledge:iris_leaves0:1, Iridescent Leaves
naturalpledge:iris_leaves0:2, Iridescent Leaves
naturalpledge:iris_leaves0:3, Iridescent Leaves
naturalpledge:iris_leaves1:0, Iridescent Leaves
naturalpledge:iris_leaves1:1, Iridescent Leaves
naturalpledge:iris_leaves1:2, Iridescent Leaves
naturalpledge:iris_leaves1:3, Iridescent Leaves
naturalpledge:iris_leaves2:0, Iridescent Leaves
naturalpledge:iris_leaves2:1, Iridescent Leaves
naturalpledge:iris_leaves2:2, Iridescent Leaves
naturalpledge:iris_leaves2:3, Iridescent Leaves
naturalpledge:iris_leaves3:0, Iridescent Leaves
naturalpledge:iris_leaves3:1, Iridescent Leaves
naturalpledge:iris_leaves3:2, Iridescent Leaves
naturalpledge:iris_leaves3:3, Iridescent Leaves
naturalpledge:rainbow_leaves, tile.rainbow_leaves.name
naturalpledge:aurora_dirt, tile.aurora_dirt.name
naturalpledge:aurora_planks, tile.aurora_planks.name
naturalpledge:aurora_planks_slab:0, Iridescent Planks Slab
naturalpledge:aurora_log, tile.aurora_log.name
naturalpledge:aurora_leaves, tile.aurora_leaves.name
naturalpledge:iris_sapling, tile.iris_sapling.name
naturalpledge:alt_log0:0, Dry Iridescent Log
naturalpledge:alt_log0:1, Golden Iridescent Log
naturalpledge:alt_log0:2, Vivid Iridescent Log
naturalpledge:alt_log0:3, Scorched Iridescent Log
naturalpledge:alt_log1:0, Infused Iridescent Log
naturalpledge:alt_log1:1, Mutated Iridescent Log
naturalpledge:alt_leaves0:0, Dry Iridescent Leaves
naturalpledge:alt_leaves0:1, Golden Iridescent Leaves
naturalpledge:alt_leaves0:2, Vivid Iridescent Leaves
naturalpledge:alt_leaves0:3, Scorched Iridescent Leaves
naturalpledge:alt_leaves1:0, Infused Iridescent Leaves
naturalpledge:alt_leaves1:1, Mutated Iridescent Leaves
naturalpledge:alt_planks:0, Dry Iridescent Planks
naturalpledge:alt_planks:1, Golden Iridescent Planks
naturalpledge:alt_planks:2, Vivid Iridescent Planks
naturalpledge:alt_planks:3, Scorched Iridescent Planks
naturalpledge:alt_planks:4, Infused Iridescent Planks
naturalpledge:alt_planks:5, Mutated Iridescent Planks
naturalpledge:alt_planks_slab0:0, Dry Iridescent Planks Slab
naturalpledge:alt_planks_slab1:0, Golden Iridescent Planks Slab
naturalpledge:alt_planks_slab2:0, Vivid Iridescent Planks Slab
naturalpledge:alt_planks_slab3:0, Scorched Iridescent Planks Slab
naturalpledge:alt_planks_slab4:0, Infused Iridescent Planks Slab
naturalpledge:alt_planks_slab5:0, Mutated Iridescent Planks Slab
naturalpledge:storage:0, Block of Thundersteel
naturalpledge:storage:1, Aquamarine Bricks
naturalpledge:iris_lamp, tile.iris_lamp.name
naturalpledge:seal_sapling, tile.seal_sapling.name
naturalpledge:seal_planks, tile.seal_planks.name
naturalpledge:seal_planks_slab:0, Sealing Oak Planks Slab
naturalpledge:seal_leaves, tile.seal_leaves.name
naturalpledge:seal_log, tile.seal_log.name
naturalpledge:amp, tile.amp.name
naturalpledge:thunder_sapling, tile.thunder_sapling.name
naturalpledge:thunder_planks, tile.thunder_planks.name
naturalpledge:thunder_planks_slab:0, Thunderous Oak Planks Slab
naturalpledge:thunder_leaves, tile.thunder_leaves.name
naturalpledge:thunder_log, tile.thunder_log.name
naturalpledge:circuit_sapling, tile.circuit_sapling.name
naturalpledge:circuit_planks, tile.circuit_planks.name
naturalpledge:circuit_planks_slab:0, Circuitree Planks Slab
naturalpledge:circuit_leaves, tile.circuit_leaves.name
naturalpledge:circuit_log, tile.circuit_log.name
naturalpledge:calico_sapling, tile.calico_sapling.name
naturalpledge:calico_planks, tile.calico_planks.name
naturalpledge:calico_planks_slab:0, Calico Planks Slab
naturalpledge:calico_leaves, tile.calico_leaves.name
naturalpledge:calico_log, tile.calico_log.name
naturalpledge:aqua_glass, tile.aqua_glass.name
naturalpledge:aqua_pane, tile.aqua_pane.name
naturalpledge:funnel, tile.funnel.name
naturalpledge:crackling_star, tile.crackling_star.name
naturalpledge:corporea_resonator, tile.corporea_resonator.name
naturalpledge:actuator, tile.actuator.name
naturalpledge:disorient_trap, tile.disorient_trap.name
naturalpledge:inferno_trap, tile.inferno_trap.name
naturalpledge:launch_trap, tile.launch_trap.name
naturalpledge:root_trap, tile.root_trap.name
naturalpledge:sand_trap, tile.sand_trap.name
naturalpledge:signal_trap, tile.signal_trap.name
naturalpledge:wrath_trap, tile.wrath_trap.name
mowziesmobs:foliaath_seed, Foliaath Seed
mowziesmobs:test_structure, Test Structures
mowziesmobs:mob_remover, Mob Remover
mowziesmobs:wrought_axe, Axe of a Thousand Metals
mowziesmobs:wrought_helmet, Wrought Helm
mowziesmobs:barako_mask, Sol Visage
mowziesmobs:dart, Dart
mowziesmobs:spear, Spear
mowziesmobs:blowgun, Blowgun
mowziesmobs:spawn_egg:0, Spawn Foliaath
mowziesmobs:spawn_egg:0, Spawn Ferrous Wroughtnaut
mowziesmobs:spawn_egg:0, Spawn Barakoana
mowziesmobs:spawn_egg:0, Spawn Barakoa
mowziesmobs:spawn_egg:0, Spawn Barako, the Sun Chief
mowziesmobs:spawn_egg:0, Spawn Frostmaw
mowziesmobs:spawn_egg:0, Spawn Grottol
mowziesmobs:spawn_egg:0, Spawn Lantern
mowziesmobs:spawn_egg:0, Spawn Naga
mowziesmobs:grant_suns_blessing, Receive Sun's Blessing
mowziesmobs:ice_crystal, Ice Crystal
mowziesmobs:earth_talisman, Earth Talisman
mowziesmobs:captured_grottol, Captured Grottol
mowziesmobs:glowing_jelly, Luminous Jelly
mowziesmobs:naga_fang, Naga Fang
mowziesmobs:naga_fang_dagger, Naga Fang Dagger
mowziesmobs:logo, item.logo.name
mowziesmobs:painted_acacia, Painted Acacia Wood
mowziesmobs:painted_acacia_slab, Painted Acacia Wood Slab
mowziesmobs:barakoa_mask_fury, Mask of Fury
mowziesmobs:barakoa_mask_fear, Mask of Fear
mowziesmobs:barakoa_mask_rage, Mask of Rage
mowziesmobs:barakoa_mask_bliss, Mask of Bliss
mowziesmobs:barakoa_mask_misery, Mask of Misery
mysticalagriculture:storage:0, §eBlock of Inferium Essence
mysticalagriculture:storage:1, §aBlock of Prudentium Essence
mysticalagriculture:storage:2, §6Block of Intermedium Essence
mysticalagriculture:storage:3, §bBlock of Superium Essence
mysticalagriculture:storage:4, §cBlock of Supremium Essence
mysticalagriculture:storage:5, Block of Prosperity
mysticalagriculture:ingot_storage:0, Block of Base Essence
mysticalagriculture:ingot_storage:1, §eBlock of Inferium
mysticalagriculture:ingot_storage:2, §aBlock of Prudentium
mysticalagriculture:ingot_storage:3, §6Block of Intermedium
mysticalagriculture:ingot_storage:4, §bBlock of Superium
mysticalagriculture:ingot_storage:5, §cBlock of Supremium
mysticalagriculture:ingot_storage:6, §dBlock of Soulium
mysticalagriculture:coal_block:0, §eBlock of Inferium Coal
mysticalagriculture:coal_block:1, §aBlock of Prudentium Coal
mysticalagriculture:coal_block:2, §6Block of Intermedium Coal
mysticalagriculture:coal_block:3, §bBlock of Superium Coal
mysticalagriculture:coal_block:4, §cBlock of Supremium Coal
mysticalagriculture:soulstone:0, Soulstone
mysticalagriculture:soulstone:1, Cobbled Soulstone
mysticalagriculture:soulstone:2, Polished Soulstone
mysticalagriculture:soulstone:3, Soulstone Bricks
mysticalagriculture:soulstone:4, Cracked Soulstone Bricks
mysticalagriculture:soulstone:5, Chiseled Soulstone
mysticalagriculture:soulstone:6, Soulstone Slab Block
mysticalagriculture:soulstone_slab:0, Soulstone Slab
mysticalagriculture:cobbled_soulstone_slab:0, Cobbled Soulstone Slab
mysticalagriculture:soulstone_brick_slab:0, Soulstone Brick Slab
mysticalagriculture:cobbled_soulstone_stairs, Cobbled Soulstone Stairs
mysticalagriculture:soulstone_brick_stairs, Soulstone Brick Stairs
mysticalagriculture:cobbled_soulstone_wall, Cobbled Soulstone Wall
mysticalagriculture:soulstone_brick_wall, Soulstone Brick Wall
mysticalagriculture:soul_glass, Soul Glass
mysticalagriculture:soul_glass_pane, Soul Glass Pane
mysticalagriculture:inferium_furnace, §eInferium Furnace
mysticalagriculture:prudentium_furnace, §aPrudentium Furnace
mysticalagriculture:intermedium_furnace, §6Intermedium Furnace
mysticalagriculture:superium_furnace, §bSuperium Furnace
mysticalagriculture:supremium_furnace, §cSupremium Furnace
mysticalagriculture:ultimate_furnace, §8Ultimate Furnace
mysticalagriculture:prosperity_ore, Prosperity Ore
mysticalagriculture:nether_prosperity_ore, Nether Prosperity Ore
mysticalagriculture:end_prosperity_ore, End Prosperity Ore
mysticalagriculture:inferium_ore, §eInferium Ore
mysticalagriculture:nether_inferium_ore, §eNether Inferium Ore
mysticalagriculture:end_inferium_ore, §eEnd Inferium Ore
mysticalagriculture:growth_accelerator, §eGrowth Accelerator
mysticalagriculture:mystical_machine_frame, Mystical Machine Frame
mysticalagriculture:glowstone_lamp, Glowstone Lamp
mysticalagriculture:seed_reprocessor, Seed Reprocessor
mysticalagriculture:inferium_reprocessor, §eInferium Seed Reprocessor
mysticalagriculture:prudentium_reprocessor, §aPrudentium Seed Reprocessor
mysticalagriculture:intermedium_reprocessor, §6Intermedium Seed Reprocessor
mysticalagriculture:superium_reprocessor, §bSuperium Seed Reprocessor
mysticalagriculture:supremium_reprocessor, §cSupremium Seed Reprocessor
mysticalagriculture:ultimate_reprocessor, §8Ultimate Seed Reprocessor
mysticalagriculture:witherproof_block, Witherproof Block
mysticalagriculture:witherproof_glass, Witherproof Glass
mysticalagriculture:tinkering_table:0, Tinkering Table
mysticalagriculture:tinkering_table:1, Tinkering Table
mysticalagriculture:tinkering_table:2, Tinkering Table
mysticalagriculture:tinkering_table:3, Tinkering Table
mysticalagriculture:tinkering_table:4, Tinkering Table
mysticalagriculture:tier1_inferium_crop, Tier 1 Inferium Crop
mysticalagriculture:tier2_inferium_crop, Tier 2 Inferium Crop
mysticalagriculture:tier3_inferium_crop, Tier 3 Inferium Crop
mysticalagriculture:tier4_inferium_crop, Tier 4 Inferium Crop
mysticalagriculture:tier5_inferium_crop, Tier 5 Inferium Crop
mysticalagriculture:stone_crop, Stone Crop
mysticalagriculture:dirt_crop, Dirt Crop
mysticalagriculture:nature_crop, Nature Crop
mysticalagriculture:wood_crop, Wood Crop
mysticalagriculture:water_crop, Water Crop
mysticalagriculture:ice_crop, Ice Crop
mysticalagriculture:fire_crop, Fire Crop
mysticalagriculture:dye_crop, Dye Crop
mysticalagriculture:nether_crop, Nether Crop
mysticalagriculture:coal_crop, Coal Crop
mysticalagriculture:iron_crop, Iron Crop
mysticalagriculture:nether_quartz_crop, Nether Quartz Crop
mysticalagriculture:glowstone_crop, Glowstone Crop
mysticalagriculture:redstone_crop, Redstone Crop
mysticalagriculture:obsidian_crop, Obsidian Crop
mysticalagriculture:gold_crop, Gold Crop
mysticalagriculture:lapis_lazuli_crop, Lapis Lazuli Crop
mysticalagriculture:end_crop, End Crop
mysticalagriculture:experience_crop, Experience Crop
mysticalagriculture:diamond_crop, Diamond Crop
mysticalagriculture:emerald_crop, Emerald Crop
mysticalagriculture:zombie_crop, Zombie Crop
mysticalagriculture:pig_crop, Pig Crop
mysticalagriculture:chicken_crop, Chicken Crop
mysticalagriculture:cow_crop, Cow Crop
mysticalagriculture:sheep_crop, Sheep Crop
mysticalagriculture:slime_crop, Slime Crop
mysticalagriculture:skeleton_crop, Skeleton Crop
mysticalagriculture:creeper_crop, Creeper Crop
mysticalagriculture:spider_crop, Spider Crop
mysticalagriculture:rabbit_crop, Rabbit Crop
mysticalagriculture:guardian_crop, Guardian Crop
mysticalagriculture:blaze_crop, Blaze Crop
mysticalagriculture:ghast_crop, Ghast Crop
mysticalagriculture:enderman_crop, Enderman Crop
mysticalagriculture:wither_skeleton_crop, Wither Skeleton Crop
mysticalagriculture:rubber_crop, Rubber Crop
mysticalagriculture:silicon_crop, Silicon Crop
mysticalagriculture:sulfur_crop, Sulfur Crop
mysticalagriculture:aluminum_crop, Aluminum Crop
mysticalagriculture:copper_crop, Copper Crop
mysticalagriculture:saltpeter_crop, Saltpeter Crop
mysticalagriculture:tin_crop, Tin Crop
mysticalagriculture:bronze_crop, Bronze Crop
mysticalagriculture:silver_crop, Silver Crop
mysticalagriculture:lead_crop, Lead Crop
mysticalagriculture:graphite_crop, Graphite Crop
mysticalagriculture:steel_crop, Steel Crop
mysticalagriculture:nickel_crop, Nickel Crop
mysticalagriculture:constantan_crop, Constantan Crop
mysticalagriculture:electrum_crop, Electrum Crop
mysticalagriculture:invar_crop, Invar Crop
mysticalagriculture:mithril_crop, Mithril Crop
mysticalagriculture:uranium_crop, Uranium Crop
mysticalagriculture:platinum_crop, Platinum Crop
mysticalagriculture:iridium_crop, Iridium Crop
mysticalagriculture:ruby_crop, Ruby Crop
mysticalagriculture:sapphire_crop, Sapphire Crop
mysticalagriculture:peridot_crop, Peridot Crop
mysticalagriculture:amber_crop, Amber Crop
mysticalagriculture:topaz_crop, Topaz Crop
mysticalagriculture:malachite_crop, Malachite Crop
mysticalagriculture:tanzanite_crop, Tanzanite Crop
mysticalagriculture:blizz_crop, Blizz Crop
mysticalagriculture:blitz_crop, Blitz Crop
mysticalagriculture:basalz_crop, Basalz Crop
mysticalagriculture:signalum_crop, Signalum Crop
mysticalagriculture:lumium_crop, Lumium Crop
mysticalagriculture:enderium_crop, Enderium Crop
mysticalagriculture:hop_graphite_crop, HOP Graphite Crop
mysticalagriculture:aluminum_brass_crop, Aluminum Brass Crop
mysticalagriculture:knightslime_crop, Knightslime Crop
mysticalagriculture:ardite_crop, Ardite Crop
mysticalagriculture:cobalt_crop, Cobalt Crop
mysticalagriculture:manyullyn_crop, Manyullyn Crop
mysticalagriculture:grains_of_infinity_crop, Grains of Infinity Crop
mysticalagriculture:electrical_steel_crop, Electrical Steel Crop
mysticalagriculture:redstone_alloy_crop, Redstone Alloy Crop
mysticalagriculture:conductive_iron_crop, Conductive Iron Crop
mysticalagriculture:soularium_crop, Soularium Crop
mysticalagriculture:dark_steel_crop, Dark Steel Crop
mysticalagriculture:pulsating_iron_crop, Pulsating Iron Crop
mysticalagriculture:energetic_alloy_crop, Energetic Alloy Crop
mysticalagriculture:vibrant_alloy_crop, Vibrant Alloy Crop
mysticalagriculture:end_steel_crop, End Steel Crop
mysticalagriculture:mystical_flower_crop, Mystical Flower Crop
mysticalagriculture:manasteel_crop, Manasteel Crop
mysticalagriculture:elementium_crop, Elementium Crop
mysticalagriculture:terrasteel_crop, Terrasteel Crop
mysticalagriculture:uranium_238_crop, Uranium 238 Crop
mysticalagriculture:iridium_ore_crop, Iridium Ore Crop
mysticalagriculture:apatite_crop, Apatite Crop
mysticalagriculture:electrotine_crop, Electrotine Crop
mysticalagriculture:ender_amethyst_crop, Ender Amethyst Crop
mysticalagriculture:draconium_crop, Draconium Crop
mysticalagriculture:yellorium_crop, Yellorium Crop
mysticalagriculture:sky_stone_crop, Sky Stone Crop
mysticalagriculture:certus_quartz_crop, Certus Quartz Crop
mysticalagriculture:fluix_crop, Fluix Crop
mysticalagriculture:miners_torch, Miner's Torch
mysticalagriculture:crafting:0, §eInferium Essence
mysticalagriculture:crafting:1, §aPrudentium Essence
mysticalagriculture:crafting:2, §6Intermedium Essence
mysticalagriculture:crafting:3, §bSuperium Essence
mysticalagriculture:crafting:4, §cSupremium Essence
mysticalagriculture:crafting:5, Prosperity Shard
mysticalagriculture:crafting:6, Nature Cluster
mysticalagriculture:crafting:7, Dye Cluster
mysticalagriculture:crafting:8, Nether Cluster
mysticalagriculture:crafting:9, End Cluster
mysticalagriculture:crafting:10, Mystical Flower Cluster
mysticalagriculture:crafting:14, Blank Record
mysticalagriculture:crafting:15, Blank Skull
mysticalagriculture:crafting:16, Base Crafting Seed
mysticalagriculture:crafting:17, Tier 1 Crafting Seed
mysticalagriculture:crafting:18, Tier 2 Crafting Seed
mysticalagriculture:crafting:19, Tier 3 Crafting Seed
mysticalagriculture:crafting:20, Tier 4 Crafting Seed
mysticalagriculture:crafting:21, Tier 5 Crafting Seed
mysticalagriculture:crafting:22, Mystical Stick
mysticalagriculture:crafting:23, Mystical String
mysticalagriculture:crafting:24, Mystical Feather
mysticalagriculture:crafting:28, Soul Dust
mysticalagriculture:crafting:29, §dSoulium Dust
mysticalagriculture:crafting:32, Base Essence Ingot
mysticalagriculture:crafting:33, §eInferium Ingot
mysticalagriculture:crafting:34, §aPrudentium Ingot
mysticalagriculture:crafting:35, §6Intermedium Ingot
mysticalagriculture:crafting:36, §bSuperium Ingot
mysticalagriculture:crafting:37, §cSupremium Ingot
mysticalagriculture:crafting:38, §dSoulium Ingot
mysticalagriculture:crafting:39, Base Essence Nugget
mysticalagriculture:crafting:40, §eInferium Nugget
mysticalagriculture:crafting:41, §aPrudentium Nugget
mysticalagriculture:crafting:42, §6Intermedium Nugget
mysticalagriculture:crafting:43, §bSuperium Nugget
mysticalagriculture:crafting:44, §cSupremium Nugget
mysticalagriculture:crafting:45, §dSoulium Nugget
mysticalagriculture:crafting:48, Theoretical Infinite Water Source
mysticalagriculture:crafting:50, §eInferium Fertilization Core
mysticalagriculture:crafting:51, §aPrudentium Fertilization Core
mysticalagriculture:crafting:52, §6Intermedium Fertilization Core
mysticalagriculture:crafting:53, §bSuperium Fertilization Core
